INDEX,Gender,Brand,Fragrance,Top,Heart,Base,Description,Longevity,Seasonal Use,Occasion,Projection/Sillage,Price,Rating,Overview
237,Women,Marc Jacobs,Daisy Love,"Crystallized cloudberries, daisy tree petals, cashmere musks, driftwood","Daisy tree petals, jasmine milk, sugar musk","Crystallized musks, driftwood","Daisy Love is a bright and floral fragrance that opens with sweet notes of crystallized cloudberries, followed by the fresh and feminine aroma of daisy tree petals. The heart notes of jasmine milk add a soft, floral aspect, while the base notes of cashmere musks and driftwood give the fragrance a warm and inviting finish.",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.6,"Women,Marc Jacobs,Daisy Love,Crystallized cloudberries, daisy tree petals, cashmere musks, driftwood,Daisy tree petals, jasmine milk, sugar musk,Crystallized musks, driftwood,Daisy Love is a bright and floral fragrance that opens with sweet notes of crystallized cloudberries, followed by the fresh and feminine aroma of daisy tree petals. The heart notes of jasmine milk add a soft, floral aspect, while the base notes of cashmere musks and driftwood give the fragrance a warm and inviting finish.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.6"
238,Women,Marc Jacobs,Daisy Love,"Crystallized Cloudberries, Daisy Tree Petals, Cashmere Musk","Driftwood, Glistening Poppy, Musk","Creamy Woods, White Iris, Driftwood",A modern and addictive floral fragrance that's both sweet and woody.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.4,"Women,Marc Jacobs,Daisy Love,Crystallized Cloudberries, Daisy Tree Petals, Cashmere Musk,Driftwood, Glistening Poppy, Musk,Creamy Woods, White Iris, Driftwood,A modern and addictive floral fragrance that's both sweet and woody.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.4"
239,Women,Marc Jacobs,Daisy Love Eau So Sweet,"White Raspberry, Bergamot, Cloudberries","Daisy Tree Petals, Jasmine Milk, Sugar Musk","White Iris, Cashmere Wood, Creamy Musks",A deliciously sweet and addictive fragrance that's perfect for summer.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3,"Women,Marc Jacobs,Daisy Love Eau So Sweet,White Raspberry, Bergamot, Cloudberries,Daisy Tree Petals, Jasmine Milk, Sugar Musk,White Iris, Cashmere Wood, Creamy Musks,A deliciously sweet and addictive fragrance that's perfect for summer.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3"
240,Women,Guess,Dare,"Kumquat, Pear Blossom, Lime Blossom","Wild Rose, Jasmine, Coconut","Blond Woods, Vanilla, Musk","Guess Dare is a fruity, floral fragrance that is perfect for casual wear. It is a youthful, fun scent with a touch of warmth and sweetness.",Moderate,All Seasons,All,Moderate,Expensive,4.1,"Women,Guess,Dare,Kumquat, Pear Blossom, Lime Blossom,Wild Rose, Jasmine, Coconut,Blond Woods, Vanilla, Musk,Guess Dare is a fruity, floral fragrance that is perfect for casual wear. It is a youthful, fun scent with a touch of warmth and sweetness.,Moderate,All Seasons,All,Moderate,Expensive,4.1"
241,Men,Hugo Boss,Dark Blue,"Orange, Ginger, Grapefruit","Sage, Geranium, Cardamom","Cedarwood, Patchouli, Vanilla",A bold and mysterious fragrance that is perfect for night-time wear. The combination of fruity and spicy notes creates a sensual and captivating scent.,Long-lasting,Fall & Winter,Casual (Evening),Moderate,Expensive,4.2,"Men,Hugo Boss,Dark Blue,Orange, Ginger, Grapefruit,Sage, Geranium, Cardamom,Cedarwood, Patchouli, Vanilla,A bold and mysterious fragrance that is perfect for night-time wear. The combination of fruity and spicy notes creates a sensual and captivating scent.,Long-lasting,Fall & Winter,Casual (Evening),Moderate,Expensive,4.2"
242,Unisex,D.S. & Durga,Debaser,"Bergamot, Green Leaf, Pear Stem","Fig, Coconut Milk, Iris","Blonde Woods, Tonka Bean, Moss","Debaser is a fruity and fresh fragrance inspired by the Pixies' song of the same name. It features notes of green leaf, fig, and coconut milk, creating a unique and captivating scent.",Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.0,"Unisex,D.S. & Durga,Debaser,Bergamot, Green Leaf, Pear Stem,Fig, Coconut Milk, Iris,Blonde Woods, Tonka Bean, Moss,Debaser is a fruity and fresh fragrance inspired by the Pixies' song of the same name. It features notes of green leaf, fig, and coconut milk, creating a unique and captivating scent.,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.0"
243,Women,Marc Jacobs,Decadence,"Italian plum, Iris flower, Saffron","Bulgarian rose, Jasmine sambac, Orris","Liquid amber, Vetiver, Papyrus woods","This luxurious scent is a seductive and indulgent blend of rich, exotic notes that evoke glamour and decadence.",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4,"Women,Marc Jacobs,Decadence,Italian plum, Iris flower, Saffron,Bulgarian rose, Jasmine sambac, Orris,Liquid amber, Vetiver, Papyrus woods,This luxurious scent is a seductive and indulgent blend of rich, exotic notes that evoke glamour and decadence.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4"
244,Women,Marc Jacobs,Decadence,"Italian Plum, Iris Flower, Saffron","Bulgarian Rose, Jasmine Sambac, Orris","Liquid Amber, Vetiver, Papyrus Woods",A luxurious and sensual fragrance with a bold and glamorous personality.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4,"Women,Marc Jacobs,Decadence,Italian Plum, Iris Flower, Saffron,Bulgarian Rose, Jasmine Sambac, Orris,Liquid Amber, Vetiver, Papyrus Woods,A luxurious and sensual fragrance with a bold and glamorous personality.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4"
245,Men,Cartier,Declaration,"Artemisia, Caraway, Coriander, Birch, Mandarin Orange, Bergamot, Neroli, Bitter Orange, Cardamom","Iris, Ginger, Cinnamon, Pepper, Juniper, Orris Root, Jasmine","Leather, Amber, Tea, Tahitian Vetiver, Oakmoss","A spicy, woody fragrance that's perfect for any occasion.",Moderate,All Seasons,All,Strong,Exorbitant,4.5,"Men,Cartier,Declaration,Artemisia, Caraway, Coriander, Birch, Mandarin Orange, Bergamot, Neroli, Bitter Orange, Cardamom,Iris, Ginger, Cinnamon, Pepper, Juniper, Orris Root, Jasmine,Leather, Amber, Tea, Tahitian Vetiver, Oakmoss,A spicy, woody fragrance that's perfect for any occasion.,Moderate,All Seasons,All,Strong,Exorbitant,4.5"
246,Men,Cartier,Déclaration d'Un Soir,"Pepper, Caraway, Cardamom, Nutmeg","Rose, Nutmeg, Pepper","Sandalwood, Musk, Cedar",A spicy and aromatic fragrance that's perfect for a romantic evening.,Moderate,All Seasons,Formal (All),Moderate,Exorbitant,4.5,"Men,Cartier,Déclaration d'Un Soir,Pepper, Caraway, Cardamom, Nutmeg,Rose, Nutmeg, Pepper,Sandalwood, Musk, Cedar,A spicy and aromatic fragrance that's perfect for a romantic evening.,Moderate,All Seasons,Formal (All),Moderate,Exorbitant,4.5"
247,Women,Jennifer Lopez,Deseo,"Bamboo Leaves, Yuzu, Bergamot","Star Fruit, Jasmine, Orange Blossom","Vanilla, Sandalwood, Amber",A fresh and exotic scent that's serene and calming. Inspired by J.Lo's travels and adventures.,Moderate,All Seasons,Casual (Daytime),Moderate,Expensive,4.1,"Women,Jennifer Lopez,Deseo,Bamboo Leaves, Yuzu, Bergamot,Star Fruit, Jasmine, Orange Blossom,Vanilla, Sandalwood, Amber,A fresh and exotic scent that's serene and calming. Inspired by J.Lo's travels and adventures.,Moderate,All Seasons,Casual (Daytime),Moderate,Expensive,4.1"
248,Women,Elizabeth Taylor,Diamonds and Emeralds,"Apricot, Mandarin Orange, Peach, Sage","Carnation, Gardenia, Jasmine, Lily-of-the-Valley, Rose","Tonka Bean, Amber, Musk, Vanilla",Fruity and floral fragrance that is fresh and youthful,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Expensive,4.1,"Women,Elizabeth Taylor,Diamonds and Emeralds,Apricot, Mandarin Orange, Peach, Sage,Carnation, Gardenia, Jasmine, Lily-of-the-Valley, Rose,Tonka Bean, Amber, Musk, Vanilla,Fruity and floral fragrance that is fresh and youthful,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Expensive,4.1"
249,Women,Elizabeth Taylor,Diamonds and Sapphires,"Melon, Peach, Galbanum, Mandarin Orange","Jasmine, Rose, Lily-of-the-Valley, Narcissus","Amber, Musk, Vanilla, Vetiver",Refreshing and feminine scent with a light fruity and floral aroma,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Expensive,4.0,"Women,Elizabeth Taylor,Diamonds and Sapphires,Melon, Peach, Galbanum, Mandarin Orange,Jasmine, Rose, Lily-of-the-Valley, Narcissus,Amber, Musk, Vanilla, Vetiver,Refreshing and feminine scent with a light fruity and floral aroma,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Expensive,4.0"
250,Unisex,Roja Parfums,Dilmun,"Bergamot, lemon, lime","Jasmine, rose, ylang-ylang","Patchouli, vetiver, vanilla",A fresh and floral fragrance inspired by the ancient kingdom of Dilmun in Mesopotamia,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.7,"Unisex,Roja Parfums,Dilmun,Bergamot, lemon, lime,Jasmine, rose, ylang-ylang,Patchouli, vetiver, vanilla,A fresh and floral fragrance inspired by the ancient kingdom of Dilmun in Mesopotamia,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.7"
251,Women,Dior,Diorissimo Eau de Toilette,"Lily of the Valley, Ylang-ylang","Jasmine, Amalfi Lemon","Boronia, Sandalwood",A floral fragrance that embodies the feeling of purity and simplicity with its fresh and delicate scent,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.1,"Women,Dior,Diorissimo Eau de Toilette,Lily of the Valley, Ylang-ylang,Jasmine, Amalfi Lemon,Boronia, Sandalwood,A floral fragrance that embodies the feeling of purity and simplicity with its fresh and delicate scent,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.1"
252,Men,Heretic Parfums,Dirty Ginger,"Ginger, Bergamot, Lemon","Jasmine, Ylang-Ylang, Rose","Patchouli, Vetiver, Musk","A spicy and seductive fragrance with fresh and floral notes, featuring the warmth of ginger and the depth of patchouli.",Moderate,Fall & Winter,Casual (Daytime),Moderate,Expensive,4.0,"Men,Heretic Parfums,Dirty Ginger,Ginger, Bergamot, Lemon,Jasmine, Ylang-Ylang, Rose,Patchouli, Vetiver, Musk,A spicy and seductive fragrance with fresh and floral notes, featuring the warmth of ginger and the depth of patchouli.,Moderate,Fall & Winter,Casual (Daytime),Moderate,Expensive,4.0"
253,Women,Marc Jacobs,Divine Decadence,"Champagne Extract, Orange Blossom, Bergamot","Gardenia, Hydrangea, Honeysuckle","Saffron, Vanilla, Liquid Amber",A sophisticated and glamorous fragrance that's both floral and woody.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.3,"Women,Marc Jacobs,Divine Decadence,Champagne Extract, Orange Blossom, Bergamot,Gardenia, Hydrangea, Honeysuckle,Saffron, Vanilla, Liquid Amber,A sophisticated and glamorous fragrance that's both floral and woody.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.3"
254,Unisex,Diptyque,Do Son,"Iris, Tuberose","African Orange Flower, Rose","Benzoin, Musk, White Musk","A feminine fragrance with top notes of iris and tuberose, followed by a heart of African orange flower and rose, and finished with benzoin, musk, and white musk. A floral and spicy scent.",Moderate to long-lasting,Spring & Summer,All,Moderate to Heavy,Expensive,4.3,"Unisex,Diptyque,Do Son,Iris, Tuberose,African Orange Flower, Rose,Benzoin, Musk, White Musk,A feminine fragrance with top notes of iris and tuberose, followed by a heart of African orange flower and rose, and finished with benzoin, musk, and white musk. A floral and spicy scent.,Moderate to long-lasting,Spring & Summer,All,Moderate to Heavy,Expensive,4.3"
255,Unisex,Diptyque,Do Son,"Tuberose, Orange Blossom","Jasmine, Iris","White Musk, Amberwood",Do Son is a floral fragrance that features tuberose and orange blossom as its main accords. It's a fresh and clean scent that is perfect for both men and women.,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.2,"Unisex,Diptyque,Do Son,Tuberose, Orange Blossom,Jasmine, Iris,White Musk, Amberwood,Do Son is a floral fragrance that features tuberose and orange blossom as its main accords. It's a fresh and clean scent that is perfect for both men and women.,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.2"
256,Women,Dolcé & Gabbána,Dolce,"Neroli Leaves, Papaya Flower","White Amaryllis, Narcissus, Water Lily","Cashmeran, Musk, Sandalwood","A delicate floral fragrance inspired by the beauty of Sicily, perfect for the modern woman",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.5,"Women,Dolcé & Gabbána,Dolce,Neroli Leaves, Papaya Flower,White Amaryllis, Narcissus, Water Lily,Cashmeran, Musk, Sandalwood,A delicate floral fragrance inspired by the beauty of Sicily, perfect for the modern woman,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.5"
257,Women,Dolcé & Gabbána,Dolce Floral Drops,"Neroli, Papaya Flower","Narcissus, Water Lily","Cashmeran, Musk, Sandalwood","A fresh, floral fragrance with fruity and musky undertones",Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.5,"Women,Dolcé & Gabbána,Dolce Floral Drops,Neroli, Papaya Flower,Narcissus, Water Lily,Cashmeran, Musk, Sandalwood,A fresh, floral fragrance with fruity and musky undertones,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.5"
258,Women,Dolcé & Gabbána,Dolce Garden,"Mandarin, Magnolia, Neroli","Coconut, Almond Milk, Amaryllis","Vanilla, Sandalwood, Cashmeran","A sweet and floral fragrance with a touch of tropical notes, perfect for warm weather",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.1,"Women,Dolcé & Gabbána,Dolce Garden,Mandarin, Magnolia, Neroli,Coconut, Almond Milk, Amaryllis,Vanilla, Sandalwood, Cashmeran,A sweet and floral fragrance with a touch of tropical notes, perfect for warm weather,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.1"
259,Women,Dolcé & Gabbána,Dolce Rosa Excelsa,"Neroli, Papaya Flower","Turkish Rose, African Dog Rose, White Lily","Musk, Cashmeran, Sandalwood","A fresh and floral fragrance inspired by the gardens of Sicily, perfect for springtime",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,3.8,"Women,Dolcé & Gabbána,Dolce Rosa Excelsa,Neroli, Papaya Flower,Turkish Rose, African Dog Rose, White Lily,Musk, Cashmeran, Sandalwood,A fresh and floral fragrance inspired by the gardens of Sicily, perfect for springtime,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,3.8"
260,Women,Dior,Dolce Vita Eau de Toilette,"Lily, Rose","Apricot, Peach","Cinnamon, Vanilla",A fruity floral fragrance that captures the feeling of joie de vivre with its fresh and spicy scent,Moderate to long-lasting,Fall & Winter,Casual (Evening),Moderate,Exorbitant,4.2,"Women,Dior,Dolce Vita Eau de Toilette,Lily, Rose,Apricot, Peach,Cinnamon, Vanilla,A fruity floral fragrance that captures the feeling of joie de vivre with its fresh and spicy scent,Moderate to long-lasting,Fall & Winter,Casual (Evening),Moderate,Exorbitant,4.2"
261,Women,Marc Jacobs,Dot,"Red berries, Dragonfruit, Honeysuckle","Jasmine, Coconut water, Orange blossom","Vanilla, Driftwood, Musk",This fun and whimsical scent is a perfect mix of floral and fruity notes that captures the playful spirit of the Marc Jacobs brand.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.4,"Women,Marc Jacobs,Dot,Red berries, Dragonfruit, Honeysuckle,Jasmine, Coconut water, Orange blossom,Vanilla, Driftwood, Musk,This fun and whimsical scent is a perfect mix of floral and fruity notes that captures the playful spirit of the Marc Jacobs brand.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.4"
262,Women,Marc Jacobs,Dot,"Red Berries, Dragonfruit, Honeysuckle","Jasmine, Coconut Water, Orange Blossom","Vanilla, Driftwood, Musk",A playful and whimsical fragrance that's both floral and fruity.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.2,"Women,Marc Jacobs,Dot,Red Berries, Dragonfruit, Honeysuckle,Jasmine, Coconut Water, Orange Blossom,Vanilla, Driftwood, Musk,A playful and whimsical fragrance that's both floral and fruity.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.2"
263,Women,Calvin Klein,Downtown,"Italian cedrat, bergamot, Tunisian neroli, green pear","Pink peppercorn, violet leaf, gardenia petals","Texas cedarwood, incense, vetiver",A feminine and sophisticated scent that is both elegant and modern,Moderate to long-lasting,Fall & Winter,Casual (Daytime),Moderate,Expensive,4.4,"Women,Calvin Klein,Downtown,Italian cedrat, bergamot, Tunisian neroli, green pear,Pink peppercorn, violet leaf, gardenia petals,Texas cedarwood, incense, vetiver,A feminine and sophisticated scent that is both elegant and modern,Moderate to long-lasting,Fall & Winter,Casual (Daytime),Moderate,Expensive,4.4"
264,Men,Versace,Dreamer,"Juniper, Artemisia, Tarragon, Galbanum","Lily, Iris, Carnation","Leather, Amber, Tonka bean","A romantic, oriental fragrance that evokes a dreamlike world, where the imagination runs wild and the senses are awakened.",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Expensive,4.6,"Men,Versace,Dreamer,Juniper, Artemisia, Tarragon, Galbanum,Lily, Iris, Carnation,Leather, Amber, Tonka bean,A romantic, oriental fragrance that evokes a dreamlike world, where the imagination runs wild and the senses are awakened.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Expensive,4.6"
265,Women,Coach,Dreams,"Bitter Orange, Pear, Gardenia","Cactus Flower, Joshua Tree, Ambroxan","Ambrette, Musk, Sandalwood",A fruity and floral scent inspired by the freedom of a road trip,Moderate,All Seasons,All,Moderate,Expensive,4.5,"Women,Coach,Dreams,Bitter Orange, Pear, Gardenia,Cactus Flower, Joshua Tree, Ambroxan,Ambrette, Musk, Sandalwood,A fruity and floral scent inspired by the freedom of a road trip,Moderate,All Seasons,All,Moderate,Expensive,4.5"
