Gender,Brand,Fragrance,Top,Heart,Base,Description,Rating,Longevity,Seasonal Use,Occasion,Price,Projection/Sillage
Women,Ed Hardy,Hearts & Daggers for Her,"Orange, Red Apple, Blood Orange","Mango, Lotus, Freesia","Musk, Tonka Bean, Amber","A lively and playful fragrance with a fruity and floral aroma, inspired by Ed Hardy's iconic tattoo designs.",3.5,Moderate,All Seasons,Casual (All),$,Moderate
Women,Ed Hardy,Love & Luck,"Bergamot, Blood Orange, Plum","Pink Pepper, Cinnamon, Nutmeg","Amber, Patchouli, Musk","A sensual and captivating fragrance with a spicy and woody blend, inspired by Ed Hardy's lucky tattoo design.",3.4,Moderate,All Seasons,Casual (All),$,Moderate
Women,Elizabeth and James,Nirvana Black,"Violet, Sandalwood","Vanilla, Musk",Cedarwood,Nirvana Black is a woody and spicy fragrance with a touch of floral and vanilla notes. It is perfect for a night out or a special occasion.,4.3,Long-lasting,Fall & Winter,Formal (Evening),$$,Moderate
Women,Elizabeth Arden,Red Door,"Orange Blossom, Plum, Peach, Anise","Rose, Jasmine, Muguet, Ylang-Ylang","Oakmoss, Sandalwood, Amber",An iconic fragrance that embodies glamour and elegance with its floral and fruity scent.,4.6,Long-lasting,Fall & Winter,Formal (All),$$,Moderate
Women,Elizabeth Arden,5th Avenue,"Lilac, Linden Blossom, Dewy Magnolia, Muguet","Violet, Ylang-Ylang, Jasmine, Indian Tuberose","Sandalwood, Vanilla, Tibetan Musk, Iris","A classic, sophisticated fragrance that captures the energy and excitement of New York City's famous Fifth Avenue.",4.5,Long-lasting,Fall & Winter,Formal (All),$$,Moderate
Women,Elizabeth Arden,Green Tea,"Lemon, Orange, Rhubarb, Bergamot","Mint, Jasmine, Carnation, Fennel","Oakmoss, Amber, Musk","A refreshing, clean fragrance that energizes the senses with its citrus and herbal notes.",4.3,Short,Spring & Summer,Casual (All),$,Moderate
Women,Elizabeth Arden,Sunflowers,"Lemon, Rosewood, Orange Blossom, Mandarin","Cyclamen, Rose, Jasmine, Osmanthus","Amber, Musk, Cedar, Moss","A bright, cheerful fragrance that captures the essence of sunflowers with its fruity and floral notes.",4.4,Short,Spring & Summer,Casual (All),$,Heavy
Women,Elizabeth Arden,Provocative Woman,"Quince, Raspberry, Ginger, Peach","Orchid, Lotus, Jasmine, Lily-of-the-Valley","Cedar, Cashmere Wood, White Musk, Amber",A seductive and mysterious fragrance that blends sweet and spicy notes to create a sensual aroma.,4.5,Long-lasting,Fall & Winter,Formal (All),$$,Heavy
Women,Elizabeth Arden,Mediterranean,"Peach Nectar, Sicilian Mandarin, Plum","Jasmine, Peony, Madonna Lily, Phalaenopsis Orchid","Sandalwood, White Amber, Musk, Damask Plum","A warm, exotic fragrance that evokes the feeling of a Mediterranean summer with its fruity and floral notes.",4.4,Long-lasting,Spring & Summer,Casual (Daytime),$$,Heavy
Women,Elizabeth Arden,Untold,"Pink Pepper, Bergamot, Pear, Cassis","Jasmine, Gardenia, Patchouli, Peony","Musk, Amber, Vanilla",An elegant and sophisticated fragrance that captures the essence of modern femininity with its blend of floral and woody notes.,4.3,Long-lasting,All Seasons,All,$$,Moderate
Women,Elizabeth Arden,Pretty,"Italian Mandarin, Orange Blossom, Peach Nectar, Petalia","Star Jasmine, Pink Iris, White Peony","Fluffy Musk, Jacaranda Wood, Creamy Amber",A feminine and romantic fragrance that embodies beauty and grace with its floral and fruity scent.,4.5,Long-lasting,All Seasons,Casual (All),$$,Moderate
Women,Elizabeth Arden,White Tea,"Mandarin, Clary Sage, Sea Breeze Accord, Japanese White Fern","White Tea, Mate Absolute, White Iris, Sapucaya Atmospheric Accord","Madras Wood, Ambrette Seed Absolute, Tonka Bean, Musk",A serene and tranquil fragrance that calms the senses with its clean and fresh aroma.,4.4,Long-lasting,All Seasons,All,$$,Moderate
Women,Elizabeth Arden,Green Tea Lavender,"Mandarin, Spearmint, Chamomile, Lavender","Tea, Lily of the Valley, Cyclamen, Bulgarian Rose","Musk, Amber, Oakmoss",A relaxing and soothing fragrance that blends the fresh scent of green tea with the calming aroma of lavender.,4.3,Long-lasting,Spring & Summer,Casual (All),$$,Moderate
Women,Elizabeth Taylor,White Diamonds,"Aldehydes, Bergamot, Neroli, Orange","Jasmine, Rose, Ylang-ylang, Egyptian Tuberose, Narcissus","Oakmoss, Patchouli, Amber, Sandalwood",Classic floral scent that combines freshness and sensuality,4.7,Long-lasting,Fall & Winter,Formal (Evening),$,Heavy
Women,Elizabeth Taylor,Passion,"Coriander, Gardenia, Sage, Mandarin Orange","Jasmine, Lily-of-the-Valley, Rose","Sandalwood, Patchouli, Vanilla, Cedar",Elegant and oriental fragrance with floral and spicy notes,4.5,Long-lasting,Fall & Winter,Formal (Evening),$$,Heavy
Women,Elizabeth Taylor,Black Pearls,"Peach, Gardenia, Osmanthus","Jasmine, Orchid, Rose, Water Lily","Sandalwood, Musk, Amber",Romantic floral scent with a hint of exoticism,4.2,Long-lasting,Fall & Winter,Formal (Evening),$$,Heavy
Women,Elizabeth Taylor,Diamonds and Emeralds,"Apricot, Mandarin Orange, Peach, Sage","Carnation, Gardenia, Jasmine, Lily-of-the-Valley, Rose","Tonka Bean, Amber, Musk, Vanilla",Fruity and floral fragrance that is fresh and youthful,4.1,Long-lasting,Fall & Winter,Formal (Evening),$$,Heavy
Women,Elizabeth Taylor,Diamonds and Sapphires,"Melon, Peach, Galbanum, Mandarin Orange","Jasmine, Rose, Lily-of-the-Valley, Narcissus","Amber, Musk, Vanilla, Vetiver",Refreshing and feminine scent with a light fruity and floral aroma,4.0,Long-lasting,Fall & Winter,Formal (Evening),$$,Heavy
Women,Elizabeth Taylor,Violet Eyes,"Peach, White Rose, Jasmine, Purple Rose","Violet, Peony, Lily-of-the-Valley, Iris","Musk, Vanilla, Amber, Vetiver",Floral and powdery fragrance that is soft and romantic,3.9,Moderate,Spring & Fall,Formal (Daytime),$,Moderate
Women,Elizabeth Taylor,White Diamonds Night,"Mandarin Orange, Bergamot, Apricot","Freesia, Jasmine, Rose","Patchouli, Musk, Sandalwood",Sensual and provocative fragrance with a woody and floral essence,3.8,Moderate,Fall & Winter,Casual (Evening),$,Moderate
Women,Elizabeth Taylor,Sparkling White Diamonds,"Bergamot, Mandarin Orange, Pear","Neroli, Lily-of-the-Valley, Gardenia, Jasmine","Musk, Amber, Vetiver",Bright and dazzling scent with a floral and fruity aroma,3.7,Long-lasting,Fall & Winter,Formal (Evening),$,Heavy
Women,Elizabeth Taylor,Forever Elizabeth,"Blackberry, Apple, Italian Mandarin","Tiare Flower, Jasmine, Tuberose, Orchid, Peony","Amber, Musk, Tonka Bean",Classic and elegant fragrance with fruity and floral notes,3.6,Long-lasting,Fall & Winter,Formal (Evening),$$,Heavy
Women,Elizabeth Taylor,Gardenia Elizabeth Taylor,"Leafy Greens, Gardenia, Lily-of-the-Valley","Gardenia, Peony, White Orchid, Hyacinth","Musk, Cedar, Incense",Delicate and romantic scent with a fresh and floral aroma,3.5,Moderate,Spring & Fall,Formal (Daytime),$$,Moderate
Men,Escentric Molecules,Molecule 01,Iso E Super,None,None,"A single-note fragrance that is often described as woody, warm, and velvety.",4.0,Moderate,All Seasons,All,$$,Moderate
Men,Escentric Molecules,Escentric 01,"Pink pepper, lime peel, and orris incense","Jasmine, soft tea notes, and fresh, balsamic-like aroma of Iso E Super","Mellow base of sweet, woody notes, including sandalwood, cedarwood, and musk","A fragrance that highlights the unusual qualities of Iso E Super, a synthetic fragrance molecule that has a woody, amber-like scent.",4.1,Moderate,All Seasons,All,$$,Moderate
Men,Escentric Molecules,Molecule 02,Ambroxan,None,None,"A single-note fragrance that is often described as having a warm, sensual, and musky scent.",4.2,Moderate,All Seasons,All,$$,Moderate
Men,Escentric Molecules,Escentric 02,"Fresh notes of gin and tonic, lime, and juniper","Orris root, jasmine, and soft balsamic notes of Iso E Super","Ambroxan, vetiver, and white musk","A fragrance that highlights the unusual qualities of Ambroxan, a synthetic fragrance molecule that has a warm, musky scent.",4.3,Moderate,All Seasons,All,$$,Moderate
Men,Escentric Molecules,Molecule 05,Cashmeran,None,None,"A single-note fragrance that is often described as having a musky, woody, and spicy scent.",4.4,Moderate,All Seasons,All,$$,Moderate
Unisex,Escentric Molecules,Molecule 01,Iso E Super,Patchouli,Cedarwood,A minimalist fragrance with a woody and musky character. It is a unisex fragrance that creates an aura of mystery and allure.,4.0,Moderate,All Seasons,Casual (Daytime),$,Moderate
Unisex,Escentric Molecules,Molecule 02,Ambroxan,Jasmine,Green foliage,A clean and fresh scent with an ambergris-like aroma that blends well with the wearer's natural scent,4.0,Moderate,All Seasons,Casual (Daytime),$,Moderate
Unisex,Escentric Molecules,Molecule 03,Vetiveryl Acetate,Paradisone,Vetiverol,A fragrance that emphasizes the woody and earthy notes of vetiver with a touch of grapefruit,4.2,Moderate,All Seasons,Casual (Daytime),$,Moderate
Unisex,Escentric Molecules,Escentric 01,"Pink Pepper, Lime Peel, Balsamic Notes","Jasmine, Orris, Tea","Musk, Sandalwood, Cedarwood",A modern and fresh fragrance that combines the crispness of lime with the warmth of musk and woods,4.3,Moderate,All Seasons,Casual (Daytime),$$,Moderate
Unisex,Escentric Molecules,Molecule 04,Javanol,"Ginger root, lime","Bergamot, Orange zest",A fresh and clean fragrance with sandalwood-like notes that melds seamlessly with the wearer's skin,4.1,Moderate,All Seasons,Casual (Daytime),$,Moderate
Unisex,Escentric Molecules,Escentric 02,"Fresh Aldehydes, Incense, Musky Notes","Bergamot, Lily of the Valley","Vetiver, Moss, Orris, Leather",A spicy and woody fragrance that blends incense and musky notes with the earthy tones of vetiver and moss,4.2,Moderate,All Seasons,Casual (Daytime),$$,Moderate
Unisex,Escentric Molecules,Molecule 05,Cashmeran,Mastic,Bergamot,A warm and sensual fragrance that creates a cozy aura with its amber-like notes,4.1,Moderate,All Seasons,Casual (Daytime),$,Moderate
Unisex,Escentric Molecules,Escentric 03,"Ginger Root, Green Peppercorn, Mexican Lime","Jasmine, Tea, Iris","Sandalwood, Vetiver, Cedarwood",A refreshing and spicy fragrance with a hint of floral notes that is perfect for everyday wear,4.1,Moderate,All Seasons,Casual (Daytime),$$,Moderate
Unisex,Escentric Molecules,Molecule 06,"Javanol, Vetiveryl Acetate","Iris, Ambroxan","Vetiver, Mousse de Chene,",A clean and fresh fragrance that combines the woody notes of vetiver with the smoothness of sandalwood and musk,4.2,Moderate,All Seasons,Casual (Daytime),$,Moderate
Unisex,Escentric Molecules,Escentric 04,"Pink Grapefruit, Juniper Berry, Pink Pepper","Orris, Jasmine, Tea","Vetiver, Sandalwood, Musk",A zesty and refreshing fragrance that captures the essence of summer with its fruity and floral notes,4.3,Moderate,All Seasons,Casual (Daytime),$$,Moderate
Unisex,Escentric Molecules,Molecule 02,Ambroxan,"Violet, Orris Root, Hedione","Muscone, Ambergris, Musky Notes","A unisex fragrance with a subtle, fresh and musky scent that adapts to the wearer's natural pheromones.",4.1,Moderate to long-lasting,All Seasons,All,$$,Moderate
Unisex,Escentric Molecules,Molecule 01,Iso E Super,N/A,N/A,"A cult-favorite fragrance, Molecule 01 from Escentric Molecules is a unisex scent that features only one ingredient: Iso E Super. This molecule gives off a warm, woody scent that is said to enhance the natural pheromones of the wearer, making it a unique and intriguing fragrance. While it may not be for everyone, it has gained a devoted following for its minimalist approach and subtle, yet alluring aroma.",4.1,Moderate to long-lasting,All Seasons,All,$$,Moderate
Unisex,Escentric Molecules,Escentric 04,"Pink grapefruit, juniper, pink pepper","Orris, violet, rose","Ambroxan, vetiver, muscone",A unisex fragrance that combines the citrusy and spicy notes with floral and earthy notes.,4.0,Long-lasting,Spring & Fall,Formal (Evening),$$$,Strong
Women,Estée Lauder,Beautiful,"Rose, Lily, Tuberose","Orange Flower, Jasmine, Ylang-Ylang","Sandalwood, Vetiver",A floral fragrance that is perfect for everyday wear,4.6,Long-lasting,Fall & Winter,Formal (All),$$$,Heavy
Women,Estée Lauder,Sensuous,"Ghost Lily Accord, Magnolia, Jasmine Petals","Molten Woods, Amber, Sandalwood","Black Pepper, Honey","A warm, woody fragrance with a touch of sweetness",4.5,Moderate,Fall & Winter,Casual (Daytime),$$,Moderate
Women,Estée Lauder,Modern Muse,"Mandarin, Honeysuckle Nectar, Dewy Petals","Jasmine Sambac, Chinese Sambac, Tuberose","Patchouli, Madagascar Vanilla, Musk",A complex floral fragrance that is perfect for date night,4.5,Long-lasting,All Seasons,Casual (Daytime),$$$,Moderate
Women,Estée Lauder,Pleasures,"White Lily, Violet Leaves, Green Accents","Black Lilac, White Peony, Karo-Karounde Blossoms","Sandalwood, Patchouli",A fresh floral fragrance that is perfect for spring,4.4,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Estée Lauder,Youth Dew,"Rose, Jonquil, Lavender","Jasmine, Muguet, Spices","Moss, Vetiver, Patchouli",A spicy oriental fragrance that is perfect for special occasions,4.3,Long-lasting,Fall & Winter,Formal (All),$$$,Heavy
Women,Estée Lauder,Knowing,"Rose, Tuberose, Mimosa","Pittosporum, Jasmine, Patchouli","Oakmoss, Vetiver, Amber",A sophisticated floral fragrance that is perfect for evening wear,4.2,Long-lasting,Fall & Winter,Formal (All),$$$,Moderate
Women,Estée Lauder,Bronze Goddess,"Bergamot, Tiare Flower, Coconut","Ylang-Ylang, Jasmine, Magnolia","Amber, Vanilla, Vetiver",A tropical fragrance that is perfect for summer,4.2,Moderate,Spring & Summer,Casual (All),$$$,Moderate
Women,Estée Lauder,Beautiful Belle,"Lychee, Rose Petals, Mimosa","Orange Flower, Gardenia, Tuberose","Orris, Blush Suede Accord, Marzipan Musk","A sweet, fruity floral fragrance that is perfect for a romantic evening",4.1,Moderate,Fall & Winter,Casual (Daytime),$$$,Moderate
Women,Estée Lauder,White Linen,"Bulgarian Rose, Jasmine, Muguet","Violet, Orris","Vetiver, Moss, Amber","A clean, fresh fragrance that is perfect for everyday wear",4.0,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Estée Lauder,Cinnabar,"Spices, Peach, Clove","Jasmine, Orange Flower, Ylang-Ylang","Amber, Vanilla, Patchouli","A warm, spicy fragrance that is perfect for winter",3.9,Long-lasting,Fall & Winter,Formal (All),$$$,Heavy
Women,Estée Lauder,Private Collection Tuberose Gardenia,"Neroli, Lilac, Rosewood","Tuberose, Gardenia, Jasmine","White Lily, Carnation, Vanilla Bourbon",Private Collection Tuberose Gardenia is a floral fragrance with a creamy and elegant scent. It's perfect for those who enjoy classic and sophisticated fragrances.,4.6,Long-lasting,Fall & Winter,Formal (Evening),$$$,Strong
Unisex,Estée Lauder,Private Collection Tuberose Gardenia,"Neroli, lilac, rosewood","Tuberose, gardenia, jasmine","Cashmere wood, sandalwood, vanilla",A floral fragrance that combines the intoxicating scents of tuberose and gardenia,4.7,Long-lasting,Fall & Winter,Formal (Evening),$$$,Strong
Men,Etat Libre d'Orange,I Am Trash,"Apple, Pear, Ginger","Rose, Jasmine, Lily of the Valley","Patchouli, Musk, Cedarwood","An eco-conscious fragrance made from recycled materials, featuring fruity and floral notes with a woody base.",3.9,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Unisex,Evody,Poudre Impériale,"Bergamot, violet, almond, tonka bean","Iris, heliotrope, rose, jasmine","Sandalwood, musk, vanilla, amber",A powdery and floral unisex fragrance that exudes elegance and sophistication.,4.0,Moderate,Fall & Winter,Casual (Daytime),$$$,Moderate
Men,Fort & Manlé,Primitivo,"Bergamot, black pepper, cardamom","Jasmine, ylang-ylang, violet, cumin","Leather, patchouli, benzoin, vanilla","Primitivo is an aromatic and spicy fragrance for men. It is inspired by the vineyards of Puglia in southern Italy. The scent features fruity and spicy top notes, a floral heart, and a leathery base.",4.4,Moderate to long-lasting,Fall & Winter,Casual (Daytime),$$,Moderate to Heavy
Women,Fragonard,Eau de Pivoine,"Bergamot, Grapefruit","Peony, Rose, Lily of the Valley","Sandalwood, Musk",A beautiful floral scent that captures the essence of the peony flower.,4.3,Moderate to long-lasting,Spring & Summer,Casual (Daytime),$$,Moderate to Strong
Women,Fragonard,Fragonard Soleil,"Mandarin, lemon, bergamot","Orange blossom, jasmine, rose","Vanilla, musk, benzoin",A sunny and fresh fragrance with a floral and citrusy bouquet,4.3,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Men,Frederic Malle,Musc Ravageur,"Bergamot, Lavender, Mandarin","Cinnamon, Clove, Musk","Amber, Tonka Bean, Vanilla","A rich, warm, and spicy fragrance with an animalic musk accord.",4.4,Long-lasting,All Seasons,All,$$$,Heavy
